[9.60837018e-16 5.40215577e-14 1.88528849e-24 1.68229173e-23
 2.31248896e-23 3.58486990e-02 3.62582777e-20 2.10996542e-01
 2.06135554e-06 7.53152697e-01]
[5.17044447e-03 1.91393479e-03 4.69727112e-01 1.21151858e-03
 1.92442382e-01 1.67732996e-08 3.26046402e-01 2.63809690e-08
 3.48805711e-03 1.05354183e-07]
[1.40404665e-18 1.00000000e+00 1.91684865e-23 2.76351848e-11
 8.66754592e-13 2.94417999e-29 8.12551777e-19 1.57814389e-15
 1.40796730e-21 2.01258677e-20]
[8.37856582e-01 5.07808202e-04 7.71035439e-05 3.40709062e-04
 3.37219724e-06 1.38084260e-12 1.61211303e-01 1.07919728e-11
 3.12133825e-06 3.57172324e-10]
[4.73017197e-04 7.54042286e-04 4.79469058e-01 7.19504817e-05
 2.33830014e-01 1.05523423e-11 2.84695464e-01 8.01575666e-11
 7.06453393e-04 5.78303305e-10]
[9.55339318e-20 3.53313714e-11 2.84383473e-27 1.12605777e-23
 3.43252485e-23 1.13175252e-03 1.96368154e-23 9.98559449e-01
 2.69737003e-09 3.08795611e-04]
[1.64679591e-27 1.55709646e-23 2.77997480e-42 9.10762550e-42
 1.01298146e-39 5.15526146e-07 1.06441019e-33 1.33133222e-03
 3.28959821e-13 9.98668152e-01]
[4.34633910e-04 5.38315523e-02 4.12759885e-07 9.43722885e-01
 1.96423886e-03 4.90102847e-11 4.51724819e-05 1.48543599e-07
 9.50964463e-07 5.05720667e-09]
[3.74338204e-16 1.00000000e+00 1.84863196e-20 4.28900000e-10
 2.14673390e-11 5.97249059e-26 2.78444811e-16 5.40712137e-14
 4.40796805e-19 2.64502975e-18]
[1.00424396e-16 1.00000000e+00 4.58615436e-21 2.00622120e-10
 1.02387099e-11 6.43634279e-26 7.04910109e-17 8.31824302e-14
 2.13942665e-19 2.78984856e-18]
[1.00203698e-15 3.94575671e-15 1.29024502e-24 1.75421703e-24
 6.82059202e-24 1.06269880e-02 7.98774942e-20 7.43559477e-02
 1.38893814e-06 9.15015675e-01]
[4.58870627e-04 3.57357406e-04 4.48348557e-01 3.45293897e-05
 2.64377149e-01 4.56470267e-12 2.84442923e-01 2.68926278e-11
 1.98061204e-03 3.15062352e-10]
[7.99478354e-03 2.17252870e-03 4.58471729e-01 2.13680480e-03
 1.87842633e-01 5.31229371e-08 3.36588783e-01 6.10652455e-08
 4.79240484e-03 2.18123663e-07]
[6.86944419e-02 2.45714754e-02 5.92599080e-03 8.29762551e-01
 3.53956801e-02 2.19491124e-04 3.22575163e-02 4.00353686e-04
 2.65091520e-03 1.21584944e-04]
[7.00307315e-05 3.89904005e-04 5.32491405e-01 3.87052639e-06
 2.18097042e-01 6.41859819e-15 2.48875957e-01 2.09875082e-13
 7.17907739e-05 4.06387714e-12]
[7.66739440e-25 1.00000000e+00 3.07062817e-30 2.38862465e-16
 5.74048131e-17 3.08603020e-38 1.44917321e-24 4.07719357e-20
 4.00141440e-28 2.13279680e-26]
[2.53082446e-01 2.09903839e-02 1.59057551e-02 5.56763406e-01
 2.33288692e-02 2.25994190e-04 1.26425284e-01 1.93839368e-04
 2.97732970e-03 1.06692172e-04]
[4.28573397e-23 1.35097565e-19 1.30435332e-35 1.38031427e-34
 8.56111239e-34 1.79002042e-04 6.89618737e-29 2.71829048e-02
 1.28397704e-10 9.72638093e-01]
[3.73172297e-13 9.74385720e-10 1.23738947e-19 1.45506541e-17
 3.79069467e-18 1.27586764e-01 1.43592814e-16 5.50643944e-01
 3.02520474e-06 3.21766266e-01]
[2.25247787e-03 7.48281034e-06 1.96124923e-04 2.82478402e-06
 2.11837175e-04 5.55632166e-05 2.02634842e-03 2.25755180e-05
 9.95144671e-01 8.00947761e-05]
[7.33084456e-01 2.99669525e-03 1.97335944e-03 1.31626420e-02
 2.72221253e-04 5.58328819e-08 2.48340632e-01 8.45028054e-08
 1.69401034e-04 4.52135791e-07]
[1.50204905e-03 1.22315285e-03 4.70802966e-01 2.68853197e-04
 2.23221560e-01 1.49453644e-10 3.01659714e-01 6.45855357e-10
 1.32170139e-03 3.38811437e-09]
[3.80014402e-05 2.80577857e-03 9.56718263e-02 1.05682750e-04
 8.24729504e-01 8.59110570e-18 7.61045798e-02 2.53477907e-14
 5.44627018e-04 2.31086752e-14]
[1.69087625e-04 2.28780756e-07 1.09107895e-06 1.59704744e-08
 2.76762857e-06 5.72670137e-06 4.30572747e-05 5.13684736e-06
 9.99756395e-01 1.64932014e-05]
[5.68078001e-02 5.35083582e-03 4.01656506e-01 3.17028862e-02
 1.49668008e-01 7.01664994e-05 3.37436516e-01 2.03671137e-05
 1.72484495e-02 3.84650931e-05]
[8.17743710e-01 5.88244510e-04 1.86228283e-04 5.30254075e-04
 8.48536695e-06 7.44366364e-12 1.80935379e-01 3.69394128e-11
 7.69694702e-06 1.05800589e-09]
[1.90011639e-01 6.44199736e-03 2.77871598e-01 1.08647400e-01
 8.71126965e-02 1.72613118e-03 2.98009480e-01 2.37863253e-04
 2.95802435e-02 3.60951277e-04]
[0.27095029 0.00966712 0.10980826 0.2843043  0.04816405 0.00910572
 0.24083008 0.00147142 0.0245212  0.00117757]
[2.84139477e-02 3.42668924e-02 9.05052402e-04 9.05009530e-01
 2.06165954e-02 2.23028191e-06 1.04106687e-02 2.75936775e-05
 3.41401122e-04 6.08861168e-06]
[5.36290947e-11 1.21743716e-06 2.73675280e-15 1.04118465e-12
 5.94689772e-13 5.17205670e-02 4.50614785e-13 9.43947616e-01
 1.69101341e-05 4.31368983e-03]
[8.08768118e-01 6.77358819e-04 2.41174775e-04 7.63831274e-04
 1.25178220e-05 2.62213695e-11 1.89524493e-01 1.07317642e-10
 1.25037866e-05 2.44298682e-09]
[2.64645927e-02 4.32942172e-03 4.36140230e-01 1.25839971e-02
 1.68239634e-01 5.51147245e-06 3.42269824e-01 3.03787036e-06
 9.95748228e-03 6.26788112e-06]
[8.70003271e-03 3.52528406e-02 1.53940644e-04 9.40070789e-01
 1.32611486e-02 7.68367482e-07 2.38868486e-03 2.51424975e-05
 1.43781768e-04 2.87127390e-06]
[3.09471141e-22 1.24018081e-19 2.04134565e-34 6.03863000e-34
 1.40254144e-32 8.64958127e-05 1.00607056e-27 1.35186078e-02
 7.90107929e-10 9.86394896e-01]
[2.38682311e-05 5.20011042e-04 3.35303401e-01 1.05508720e-05
 4.75131472e-01 3.62528669e-17 1.88845297e-01 1.19254466e-14
 1.65400006e-04 8.33491857e-14]
[8.54804136e-01 4.35155678e-04 3.44903315e-05 2.11435326e-04
 1.34540953e-06 2.57146606e-13 1.44512204e-01 3.07155854e-12
 1.23280259e-06 1.23478788e-10]
[2.79677330e-16 9.99999999e-01 8.00889595e-20 4.36841762e-10
 7.54324972e-11 7.74603401e-27 5.68805181e-16 1.32276955e-14
 4.91574592e-19 3.60495155e-19]
